0_coordinate1	1_coordinate1
163_coordinate10161	44_coordinate10161
163_coordinate10162	64_coordinate10162
163_coordinate10163	69_coordinate10163
163_coordinate10164	77_coordinate10164
163_coordinate10165	91_coordinate10165
163_coordinate10166	102_coordinate10166
163_coordinate10167	104_coordinate10167
163_coordinate10168	110_coordinate10168
163_coordinate10169	118_coordinate10169
163_coordinate10170	125_coordinate10170
163_coordinate10171	129_coordinate10171
163_coordinate10172	134_coordinate10172
163_coordinate10173	137_coordinate10173
163_coordinate10174	141_coordinate10174
163_coordinate10175	165_coordinate10175
163_coordinate10176	167_coordinate10176
163_coordinate10177	177_coordinate10177
163_coordinate10178	181_coordinate10178
163_coordinate10179	183_coordinate10179
163_coordinate10180	191_coordinate10180
163_coordinate10181	194_coordinate10181
163_coordinate10182	201_coordinate10182
163_coordinate10183	213_coordinate10183
163_coordinate10184	225_coordinate10184
163_coordinate10185	227_coordinate10185
163_coordinate10186	230_coordinate10186
163_coordinate10187	249_coordinate10187
163_coordinate10188	256_coordinate10188
163_coordinate10189	277_coordinate10189
163_coordinate10190	292_coordinate10190
163_coordinate10191	294_coordinate10191
163_coordinate10192	306_coordinate10192
163_coordinate10193	310_coordinate10193
163_coordinate10194	312_coordinate10194
163_coordinate10195	318_coordinate10195
163_coordinate10196	336_coordinate10196
163_coordinate10197	350_coordinate10197
163_coordinate10198	361_coordinate10198
163_coordinate10199	365_coordinate10199
163_coordinate10200	373_coordinate10200
163_coordinate10201	377_coordinate10201
163_coordinate10202	381_coordinate10202
163_coordinate10203	384_coordinate10203
163_coordinate10204	394_coordinate10204
163_coordinate10205	397_coordinate10205
163_coordinate10206	409_coordinate10206
163_coordinate10207	421_coordinate10207
163_coordinate10208	425_coordinate10208
163_coordinate10209	430_coordinate10209
163_coordinate10210	441_coordinate10210
163_coordinate10211	445_coordinate10211
163_coordinate10212	453_coordinate10212
163_coordinate10213	461_coordinate10213
163_coordinate10214	466_coordinate10214
163_coordinate10215	470_coordinate10215
163_coordinate10216	473_coordinate10216
163_coordinate10217	483_coordinate10217
163_coordinate10218	490_coordinate10218
163_coordinate10219	492_coordinate10219
163_coordinate10220	499_coordinate10220
163_coordinate10221	503_coordinate10221
163_coordinate10222	510_coordinate10222
164_coordinate10223	6_coordinate10223
164_coordinate10224	9_coordinate10224
164_coordinate10225	12_coordinate10225
164_coordinate10226	16_coordinate10226
164_coordinate10227	32_coordinate10227
164_coordinate10228	34_coordinate10228
164_coordinate10229	41_coordinate10229
164_coordinate10230	48_coordinate10230
164_coordinate10231	50_coordinate10231
164_coordinate10232	52_coordinate10232
164_coordinate10233	74_coordinate10233
164_coordinate10234	90_coordinate10234
164_coordinate10235	97_coordinate10235
164_coordinate10236	105_coordinate10236
164_coordinate10237	108_coordinate10237
164_coordinate10238	112_coordinate10238
164_coordinate10239	116_coordinate10239
164_coordinate10240	127_coordinate10240
164_coordinate10241	131_coordinate10241
164_coordinate10242	144_coordinate10242
164_coordinate10243	152_coordinate10243
164_coordinate10244	157_coordinate10244
164_coordinate10245	160_coordinate10245
164_coordinate10246	179_coordinate10246
164_coordinate10247	203_coordinate10247
164_coordinate10248	205_coordinate10248
164_coordinate10249	208_coordinate10249
164_coordinate10250	211_coordinate10250
164_coordinate10251	214_coordinate10251
164_coordinate10252	217_coordinate10252
164_coordinate10253	234_coordinate10253
164_coordinate10254	254_coordinate10254
164_coordinate10255	258_coordinate10255
164_coordinate10256	261_coordinate10256
164_coordinate10257	269_coordinate10257
164_coordinate10258	279_coordinate10258
164_coordinate10259	282_coordinate10259
164_coordinate10260	286_coordinate10260
164_coordinate10261	298_coordinate10261
164_coordinate10262	305_coordinate10262
164_coordinate10263	314_coordinate10263
164_coordinate10264	337_coordinate10264
164_coordinate10265	363_coordinate10265
164_coordinate10266	378_coordinate10266
164_coordinate10267	390_coordinate10267
164_coordinate10268	392_coordinate10268
164_coordinate10269	400_coordinate10269
164_coordinate10270	406_coordinate10270
164_coordinate10271	424_coordinate10271
164_coordinate10272	427_coordinate10272
164_coordinate10273	440_coordinate10273
164_coordinate10274	447_coordinate10274
164_coordinate10275	449_coordinate10275
164_coordinate10276	454_coordinate10276
164_coordinate10277	459_coordinate10277
164_coordinate10278	465_coordinate10278
164_coordinate10279	467_coordinate10279
164_coordinate10280	478_coordinate10280
164_coordinate10281	481_coordinate10281
164_coordinate10282	487_coordinate10282
164_coordinate10283	493_coordinate10283
164_coordinate10284	502_coordinate10284
164_coordinate10285	509_coordinate10285
165_coordinate10286	18_coordinate10286
165_coordinate10287	22_coordinate10287
165_coordinate10288	31_coordinate10288
165_coordinate10289	33_coordinate10289
165_coordinate10290	49_coordinate10290
165_coordinate10291	51_coordinate10291
165_coordinate10292	55_coordinate10292
165_coordinate10293	58_coordinate10293
165_coordinate10294	60_coordinate10294
165_coordinate10295	88_coordinate10295
165_coordinate10296	94_coordinate10296
165_coordinate10297	107_coordinate10297
165_coordinate10298	111_coordinate10298
165_coordinate10299	115_coordinate10299
165_coordinate10300	125_coordinate10300
165_coordinate10301	143_coordinate10301
165_coordinate10302	155_coordinate10302
165_coordinate10303	159_coordinate10303
165_coordinate10304	162_coordinate10304
165_coordinate10305	174_coordinate10305
165_coordinate10306	176_coordinate10306
165_coordinate10307	186_coordinate10307
165_coordinate10308	198_coordinate10308
165_coordinate10309	204_coordinate10309
165_coordinate10310	233_coordinate10310
165_coordinate10311	236_coordinate10311
165_coordinate10312	238_coordinate10312
165_coordinate10313	253_coordinate10313
165_coordinate10314	257_coordinate10314
165_coordinate10315	263_coordinate10315
165_coordinate10316	273_coordinate10316
165_coordinate10317	275_coordinate10317
165_coordinate10318	284_coordinate10318
165_coordinate10319	290_coordinate10319
165_coordinate10320	297_coordinate10320
165_coordinate10321	307_coordinate10321
165_coordinate10322	324_coordinate10322
165_coordinate10323	349_coordinate10323
165_coordinate10324	358_coordinate10324
165_coordinate10325	362_coordinate10325
165_coordinate10326	367_coordinate10326
165_coordinate10327	376_coordinate10327
165_coordinate10328	379_coordinate10328
165_coordinate10329	381_coordinate10329
165_coordinate10330	383_coordinate10330
165_coordinate10331	393_coordinate10331
165_coordinate10332	398_coordinate10332
165_coordinate10333	402_coordinate10333
165_coordinate10334	409_coordinate10334
165_coordinate10335	416_coordinate10335
165_coordinate10336	429_coordinate10336
165_coordinate10337	446_coordinate10337
165_coordinate10338	453_coordinate10338
165_coordinate10339	457_coordinate10339
165_coordinate10340	463_coordinate10340
165_coordinate10341	469_coordinate10341
165_coordinate10342	483_coordinate10342
165_coordinate10343	495_coordinate10343
165_coordinate10344	511_coordinate10344
166_coordinate10345	0_coordinate10345
166_coordinate10346	4_coordinate10346
166_coordinate10347	11_coordinate10347
166_coordinate10348	29_coordinate10348
166_coordinate10349	34_coordinate10349
166_coordinate10350	45_coordinate10350
166_coordinate10351	48_coordinate10351
166_coordinate10352	68_coordinate10352
166_coordinate10353	70_coordinate10353
166_coordinate10354	73_coordinate10354
166_coordinate10355	75_coordinate10355
166_coordinate10356	85_coordinate10356
166_coordinate10357	97_coordinate10357
166_coordinate10358	102_coordinate10358
166_coordinate10359	113_coordinate10359
166_coordinate10360	116_coordinate10360
166_coordinate10361	119_coordinate10361
166_coordinate10362	135_coordinate10362
166_coordinate10363	140_coordinate10363
166_coordinate10364	145_coordinate10364
166_coordinate10365	154_coordinate10365
166_coordinate10366	157_coordinate10366
166_coordinate10367	166_coordinate10367
166_coordinate10368	190_coordinate10368
166_coordinate10369	196_coordinate10369
166_coordinate10370	201_coordinate10370
166_coordinate10371	205_coordinate10371
166_coordinate10372	208_coordinate10372
166_coordinate10373	230_coordinate10373
166_coordinate10374	232_coordinate10374
166_coordinate10375	248_coordinate10375
166_coordinate10376	252_coordinate10376
166_coordinate10377	265_coordinate10377
166_coordinate10378	277_coordinate10378
166_coordinate10379	283_coordinate10379
166_coordinate10380	285_coordinate10380
166_coordinate10381	291_coordinate10381
166_coordinate10382	298_coordinate10382
166_coordinate10383	304_coordinate10383
166_coordinate10384	308_coordinate10384
166_coordinate10385	328_coordinate10385
166_coordinate10386	332_coordinate10386
166_coordinate10387	334_coordinate10387
166_coordinate10388	348_coordinate10388
166_coordinate10389	352_coordinate10389
166_coordinate10390	357_coordinate10390
166_coordinate10391	371_coordinate10391
166_coordinate10392	384_coordinate10392
166_coordinate10393	392_coordinate10393
166_coordinate10394	394_coordinate10394
166_coordinate10395	417_coordinate10395
166_coordinate10396	426_coordinate10396
166_coordinate10397	445_coordinate10397
166_coordinate10398	448_coordinate10398
166_coordinate10399	473_coordinate10399
166_coordinate10400	477_coordinate10400
166_coordinate10401	482_coordinate10401
166_coordinate10402	491_coordinate10402
166_coordinate10403	500_coordinate10403
167_coordinate10404	1_coordinate10404
167_coordinate10405	7_coordinate10405
167_coordinate10406	17_coordinate10406
167_coordinate10407	20_coordinate10407
167_coordinate10408	23_coordinate10408
167_coordinate10409	36_coordinate10409
167_coordinate10410	51_coordinate10410
167_coordinate10411	54_coordinate10411
167_coordinate10412	57_coordinate10412
167_coordinate10413	65_coordinate10413
167_coordinate10414	72_coordinate10414
167_coordinate10415	78_coordinate10415
167_coordinate10416	92_coordinate10416
167_coordinate10417	128_coordinate10417
167_coordinate10418	131_coordinate10418
167_coordinate10419	142_coordinate10419
167_coordinate10420	151_coordinate10420
167_coordinate10421	155_coordinate10421
167_coordinate10422	162_coordinate10422
167_coordinate10423	192_coordinate10423
167_coordinate10424	195_coordinate10424
167_coordinate10425	249_coordinate10425
167_coordinate10426	251_coordinate10426
167_coordinate10427	253_coordinate10427
167_coordinate10428	256_coordinate10428
167_coordinate10429	262_coordinate10429
167_coordinate10430	268_coordinate10430
167_coordinate10431	270_coordinate10431
167_coordinate10432	278_coordinate10432
167_coordinate10433	287_coordinate10433
167_coordinate10434	292_coordinate10434
167_coordinate10435	294_coordinate10435
167_coordinate10436	309_coordinate10436
167_coordinate10437	314_coordinate10437
167_coordinate10438	320_coordinate10438
167_coordinate10439	327_coordinate10439
167_coordinate10440	341_coordinate10440
167_coordinate10441	349_coordinate10441
167_coordinate10442	363_coordinate10442
167_coordinate10443	366_coordinate10443
167_coordinate10444	368_coordinate10444
167_coordinate10445	373_coordinate10445
167_coordinate10446	376_coordinate10446
167_coordinate10447	386_coordinate10447
167_coordinate10448	399_coordinate10448
167_coordinate10449	401_coordinate10449
167_coordinate10450	403_coordinate10450
167_coordinate10451	405_coordinate10451
167_coordinate10452	412_coordinate10452
167_coordinate10453	416_coordinate10453
167_coordinate10454	430_coordinate10454
167_coordinate10455	438_coordinate10455
167_coordinate10456	440_coordinate10456
167_coordinate10457	443_coordinate10457
167_coordinate10458	466_coordinate10458
167_coordinate10459	479_coordinate10459
167_coordinate10460	481_coordinate10460
167_coordinate10461	484_coordinate10461
167_coordinate10462	487_coordinate10462
167_coordinate10463	497_coordinate10463
168_coordinate10464	0_coordinate10464
168_coordinate10465	6_coordinate10465
168_coordinate10466	10_coordinate10466
168_coordinate10467	13_coordinate10467
168_coordinate10468	16_coordinate10468
168_coordinate10469	22_coordinate10469
168_coordinate10470	27_coordinate10470
168_coordinate10471	30_coordinate10471
168_coordinate10472	35_coordinate10472
168_coordinate10473	43_coordinate10473
168_coordinate10474	59_coordinate10474
168_coordinate10475	61_coordinate10475
168_coordinate10476	71_coordinate10476
168_coordinate10477	73_coordinate10477
168_coordinate10478	94_coordinate10478
168_coordinate10479	106_coordinate10479
168_coordinate10480	109_coordinate10480
168_coordinate10481	115_coordinate10481
168_coordinate10482	123_coordinate10482
168_coordinate10483	140_coordinate10483
168_coordinate10484	152_coordinate10484
168_coordinate10485	168_coordinate10485
168_coordinate10486	178_coordinate10486
168_coordinate10487	182_coordinate10487
168_coordinate10488	184_coordinate10488
168_coordinate10489	196_coordinate10489
168_coordinate10490	200_coordinate10490
168_coordinate10491	203_coordinate10491
168_coordinate10492	206_coordinate10492
168_coordinate10493	220_coordinate10493
168_coordinate10494	229_coordinate10494
168_coordinate10495	234_coordinate10495
168_coordinate10496	237_coordinate10496
168_coordinate10497	239_coordinate10497
168_coordinate10498	261_coordinate10498
168_coordinate10499	286_coordinate10499
168_coordinate10500	319_coordinate10500
168_coordinate10501	328_coordinate10501
168_coordinate10502	333_coordinate10502
168_coordinate10503	340_coordinate10503
168_coordinate10504	342_coordinate10504
168_coordinate10505	344_coordinate10505
168_coordinate10506	348_coordinate10506
168_coordinate10507	351_coordinate10507
168_coordinate10508	364_coordinate10508
168_coordinate10509	370_coordinate10509
168_coordinate10510	374_coordinate10510
168_coordinate10511	378_coordinate10511
168_coordinate10512	383_coordinate10512
168_coordinate10513	388_coordinate10513
168_coordinate10514	391_coordinate10514
168_coordinate10515	402_coordinate10515
168_coordinate10516	404_coordinate10516
168_coordinate10517	429_coordinate10517
168_coordinate10518	465_coordinate10518
168_coordinate10519	470_coordinate10519
168_coordinate10520	472_coordinate10520
168_coordinate10521	494_coordinate10521
169_coordinate10522	7_coordinate10522
169_coordinate10523	18_coordinate10523
169_coordinate10524	25_coordinate10524
169_coordinate10525	31_coordinate10525
169_coordinate10526	48_coordinate10526
169_coordinate10527	79_coordinate10527
169_coordinate10528	84_coordinate10528
169_coordinate10529	87_coordinate10529
169_coordinate10530	113_coordinate10530
169_coordinate10531	118_coordinate10531
169_coordinate10532	128_coordinate10532
169_coordinate10533	130_coordinate10533
169_coordinate10534	163_coordinate10534
169_coordinate10535	166_coordinate10535
169_coordinate10536	169_coordinate10536
169_coordinate10537	173_coordinate10537
169_coordinate10538	177_coordinate10538
169_coordinate10539	188_coordinate10539
169_coordinate10540	193_coordinate10540
169_coordinate10541	217_coordinate10541
169_coordinate10542	224_coordinate10542
169_coordinate10543	226_coordinate10543
169_coordinate10544	233_coordinate10544
169_coordinate10545	235_coordinate10545
169_coordinate10546	241_coordinate10546
169_coordinate10547	245_coordinate10547
